item,Phon,LDTrt,LDTpe,NMGrt,PDMrt,FLPrt,freqfilms,freqbooks,Nlett,Nphon,OLD20,PLD20,AoA,Freqsubj,IMA
sud,syd,630.5,0.00,424.7,1139.4,633.8,29.48,35,3,3,1.5,1.35,7.0,4.4,4.3
suée,s8e,739.1,0.30,446.7,1148.4,NA,0.33,0.88,4,3,1.35,1.15,9.4,3.5,3.7
suer,s8e,718.9,0.17,441.4,1195.8,651.2,2.72,2.77,4,3,1.3,1.15,8.6,4.0,4.5
sueur,s89R,699.8,0.13,433.1,1090.8,604.9,10.27,57.3,5,4,1.65,1.75,8.6,4.0,4.2
suite,s8it,581.7,0.00,438.9,1115.1,543.9,274.18,270.88,5,4,1.45,1.35,6.8,5.6,3.0
suivre,s8ivR,636.1,0.03,440.3,1181.1,627.9,73.92,80.14,6,5,1.75,1.3,6.4,5.3,2.5
sur,syR,602.8,0.03,401.7,1112.5,612.3,2572.52,5336.01,3,3,1,1,5.0,6.7,1.7
sûr,syR,576.2,0.03,429.9,1030.7,680.5,801.64,343.51,3,3,1.65,1,6.8,5.8,2.3
surf,s9Rf,640.9,0.13,453.7,1119.5,649.9,5.57,0.34,4,4,1.45,1.8,9.8,3.0,6.1
table,tabl,574.0,0.00,518.9,1163.5,571.3,111.98,341.82,5,4,1.2,1,4.1,6.3,6.6
tache,taS,650.0,0.03,532.3,1321.9,612.9,13.5,35.27,5,3,1.3,1,5.6,4.6,5.0
tâche,taS,593.3,0.00,518.4,1110.5,612.0,26.12,39.53,5,3,1.4,1,7.6,5.3,4.6
tacle,takl,778.9,0.35,586.1,1349.5,NA,0.38,0.07,5,4,1.65,1.4,11.2,3.3,3.8
tact,takt,713.9,0.13,548.9,1207.4,677.4,2.68,4.8,4,4,1.65,1.3,11.3,3.4,2.1
tag,tag,731.3,0.25,549.5,1184.2,NA,0.79,0.41,3,3,1.45,1,10.6,3.5,5.4
taille,taj,616.8,0.00,554.7,1304.5,661.9,45.95,76.35,6,3,1.05,1,5.8,4.7,3.7
tant,t@,678.5,0.46,567.1,1249.0,643.8,380.34,436.42,4,2,1.35,1,7.7,5.9,1.4
tante,t@t,681.2,0.06,533.8,1192.4,643.8,70.69,110.95,5,3,1.2,1,5.5,3.9,5.6
tape,tap,720.4,0.35,523.1,1209.8,646.6,22.13,17.77,4,3,1,1,5.2,4.4,3.8
tard,taR,577.4,0.03,561.7,1165.3,604.0,384.48,362.64,4,3,1.25,1,6.4,5.9,2.9
tarte,taRt,657.0,0.06,540.0,1145.5,633.7,11.52,10.54,5,4,1.45,1.05,5.2,4.4,6.7
tas,ta,676.4,0.21,540.9,1177.0,630.5,65.28,83.78,3,2,1,1,6.1,4.5,4.5
tasse,tas,600.9,0.00,515.0,1097.5,686.2,19.18,27.23,5,3,1.05,1,5.8,5.5,6.9
taupe,top,618.9,0.06,546.4,1088.2,619.3,5.71,3.11,5,3,1.65,1.3,6.7,3.2,6.5
taux,to,630.0,0.06,544.0,1195.5,701.2,11.22,2.64,4,2,1.55,1,12.2,4.8,3.0
taxe,taks,623.4,0.03,521.8,1070.8,619.6,2.19,1.42,4,4,1.35,1,11.6,3.9,3.3
te,t2,641.3,0.09,527.3,1290.6,963.5,4006.1,774.32,2,2,1,1,5.4,6.4,1.3
teigne,tEN,773.3,0.52,538.9,1306.1,724.8,1.21,1.02,6,3,1.75,1,10.3,3.4,3.0
teindre,t5dR,746.6,0.03,567.8,1325.9,743.3,1.28,1.22,7,4,1.65,1.35,9.4,3.9,4.1
teint,t5,698.5,0.06,557.8,1150.1,658.4,6.13,25.95,5,2,1.45,1,9.4,4.1,3.6
teinte,t5t,688.8,0.00,568.9,1326.7,630.1,0.96,8.31,6,3,1.35,1,9.5,3.5,3.3
tel,tEl,682.5,0.17,519.5,1179.8,711.1,76.29,133.31,3,3,1.3,1,8.7,6.0,2.3
temple,t@pl,636.7,0.00,518.6,1146.2,668.4,14.36,13.72,6,4,1.9,1.75,9.6,3.3,5.8
temps,t@,577.6,0.00,531.0,1105.7,580.8,1031.05,1289.39,5,2,1.75,1,6.0,6.2,2.7
tendre,t@dR,688.3,0.03,534.1,1156.2,627.8,24.11,67.97,6,4,1.3,1,7.8,4.6,4.0
tente,t@t,638.6,0.03,523.1,1223.6,647.8,31.34,32.16,5,3,1,1,6.7,3.6,5.8
terme,tERm,678.9,0.21,532.6,1272.3,708.3,25.72,34.86,5,4,1.55,1.05,10.4,4.8,2.2
terne,tERn,721.2,0.31,548.7,1238.4,811.0,1.36,9.73,5,4,1.45,1,10.1,3.6,3.0
terre,tER,644.4,0.06,518.8,1115.8,669.9,276.56,422.1,5,3,1.25,1,4.8,4.8,6.3
tes,te,639.3,0.35,564.2,1230.4,790.4,690.24,145,3,2,1,1,5.3,6.8,1.3
test,tEst,586.8,0.03,523.4,1099.8,566.2,34.87,2.91,4,4,1.5,1,9.0,5.0,4.9
tête,tEt,595.1,0.00,517.0,1129.3,605.2,453.13,861.49,4,3,1.55,1,3.9,5.3,6.7
texte,tEkst,608.4,0.03,506.6,1058.8,641.3,16.22,31.42,5,5,1.75,1.8,6.5,5.6,5.9
thé,te,569.9,0.03,499.9,1079.8,603.9,67.84,44.19,3,2,1.7,1,7.3,5.3,6.6
thème,tEm,620.6,0.03,537.3,1158.6,626.8,15.49,10.54,5,3,1.9,1,10.1,4.8,3.0
thermes,tERm,775.4,0.03,584.7,1365.3,NA,0.55,0.41,7,4,1.9,1.05,11.6,3.3,3.4
thèse,tEz,674.6,0.09,562.1,1168.7,638.0,10.22,7.77,5,3,1.9,1,14.5,4.0,2.7
thon,t§,630.9,0.00,558.1,1155.6,624.5,5.66,1.89,4,2,1.8,1,6.6,4.0,6.4
thym,t5,707.0,0.17,615.4,1227.4,692.9,1.17,2.09,4,2,2.05,1,9.6,3.6,5.3
tic,tik,701.0,0.06,515.2,1205.5,733.2,2.47,4.86,3,3,1.35,1,8.1,4.0,4.6
tiède,tjEd,698.6,0.03,508.6,1109.8,621.6,3.35,36.69,5,4,1.95,1.9,6.6,4.9,3.7
tien,tj5,675.8,0.17,505.1,1269.3,699.1,27.51,5.81,4,3,1.55,1.55,5.3,6.2,1.9
tiers,tjER,715.2,0.06,517.7,1214.1,722.5,6.65,16.28,5,4,1.8,1.05,10.6,4.1,2.2
tige,tiZ,686.3,0.06,511.0,1209.2,663.2,2.39,11.15,4,3,1.55,1.25,7.3,3.6,5.7
tigre,tigR,656.3,0.06,522.6,1169.2,631.1,11.14,4.86,5,4,1.5,1.75,5.0,3.1,6.9
timbre,t5bR,674.1,0.03,566.7,1194.6,592.7,1.83,13.25,6,4,1.8,1.75,6.5,4.3,6.7
tique,tik,762.8,0.46,522.8,1212.4,NA,0.76,1.08,5,3,1.45,1,8.6,3.0,5.2
tir,tiR,616.4,0.21,489.7,1193.7,592.8,24.54,16.01,3,3,1.4,1,7.4,4.0,4.9
titre,titR,688.8,0.40,550.0,1287.1,664.5,32.8,53.45,5,4,1.35,1.35,6.9,5.0,4.6
toast,tost,667.4,0.17,564.5,1131.4,694.3,13.73,1.96,5,4,1.9,1.85,9.5,3.6,6.3
toc,tOk,634.8,0.17,503.4,1153.3,676.6,7.26,10.6,3,3,1.2,1,9.8,3.7,3.1
toi,twa,580.1,0.06,477.4,1136.6,655.6,2519.5,450.34,3,3,1.3,1,4.2,6.8,2.7
toile,twal,684.4,0.06,498.4,1193.8,607.7,11.75,81.35,5,4,1.6,1.55,7.7,3.8,6.0
toit,twa,584.4,0.03,521.6,1192.9,644.4,42.63,54.59,4,3,1.5,1,5.8,3.9,6.0
tôle,tol,689.3,0.30,550.5,1212.2,755.4,3.29,12.5,4,3,1.7,1,9.9,3.3,4.7
tombe,t§b,644.9,0.00,501.9,1280.1,604.3,107.72,84.46,5,3,1.45,1.05,7.3,4.1,6.0
tome,tOm,739.5,0.25,539.1,1312.9,728.5,0.67,4.66,4,3,1.4,1.1,10.4,3.4,4.1
ton,t§,621.5,0.13,500.7,1162.4,661.0,51.73,138.45,3,2,1,1,5.4,6.4,2.0
tondre,t§dR,684.6,0.09,592.6,1305.8,686.4,1.38,1.01,6,4,1.7,1.4,7.6,3.6,5.2
tong,t§g,737.2,0.35,532.5,1298.4,NA,1.12,0.07,4,3,1.6,1.45,8.6,3.4,6.2
tonne,tOn,681.0,0.06,551.0,1175.2,698.3,5.72,3.52,5,3,1.25,1.15,8.4,3.6,3.5
top,tOp,605.3,0.13,565.4,1102.4,646.0,19.18,2.09,3,3,1.1,1,9.1,5.3,2.9
torche,tORS,735.3,0.09,554.0,1196.9,657.3,7.75,8.78,6,4,1.6,1.3,8.2,3.4,6.3
tordre,tORdR,819.2,0.26,552.3,1210.1,644.3,2.77,5.27,6,5,1.65,1.3,7.7,3.8,3.7
tort,tOR,658.1,0.06,544.5,1167.2,618.5,64.89,51.55,4,3,1.3,1,7.9,4.9,2.2
tôt,to,630.2,0.09,546.8,1122.9,642.7,129.98,126.76,3,2,1.8,1,6.2,5.9,3.0
touche,tuS,636.8,0.03,496.1,1302.8,681.2,103.26,38.92,6,3,1.3,1,6.0,5.4,4.4
touffe,tuf,806.2,0.40,523.5,1447.9,757.0,1.6,6.69,6,3,1.65,1,8.7,3.9,5.0
tourte,tuRt,803.0,0.40,558.4,1368.2,736.7,1.03,0.54,6,4,1.65,1.5,9.1,3.6,5.4
tous,tus,637.3,0.06,500.4,1121.2,661.6,1287.03,1155.27,4,3,1,1,5.5,6.7,2.2
tout,tu,631.4,0.06,516.9,1152.5,660.2,3993.93,3874.86,4,2,1.25,1,6.0,6.6,1.9
toux,tu,694.6,0.17,493.3,1165.1,642.5,4.94,12.23,4,2,1.5,1,6.9,3.9,4.8
trac,tRak,680.3,0.10,517.9,1247.4,744.1,4.91,8.24,4,4,1.25,1,9.6,3.7,3.5
trace,tRas,657.5,0.06,482.7,1156.8,654.5,31.99,44.86,5,4,1.35,1,7.0,4.3,4.8
tract,tRakt,702.1,0.25,550.5,1244.9,757.0,0.41,2.5,5,5,1.6,1.4,11.7,3.8,5.1
train,tR5,586.0,0.06,474.8,1066.6,633.3,244.4,271.28,5,3,1.6,1,5.1,4.3,6.8
traîne,tREn,672.3,0.17,516.6,1282.7,700.5,16.88,20.95,6,4,1.7,1,7.8,4.1,3.9
traire,tRER,829.5,0.35,515.1,1358.3,818.1,1.8,1.82,6,4,1.6,1,7.3,2.9,4.9
trait,tRE,614.6,0.17,521.1,1169.0,674.7,9.24,40.41,5,3,1.2,1,5.2,4.4,4.6
traite,tREt,710.9,0.21,510.5,1308.6,694.9,27.4,14.53,6,4,1.45,1,8.9,3.9,2.9
traître,tREtR,696.2,0.06,545.4,1295.4,697.7,22.21,10.81,7,5,2.15,1.2,10.0,3.6,3.1
trame,tRam,682.9,0.43,548.3,1240.3,690.2,2.79,6.35,5,4,1.25,1.15,14.5,3.4,2.9
tranche,tR@S,618.3,0.03,497.4,1284.5,660.3,8.09,14.59,7,4,1.4,1.25,6.3,5.0,5.8
transe,tR@s,813.5,0.40,517.6,1305.6,695.2,2.41,3.51,6,4,1.8,1.45,12.7,3.1,3.1
trappe,tRap,648.2,0.00,481.8,1209.1,638.7,4.86,5.41,6,4,1.8,1,9.3,3.2,5.6
traque,tRak,739.1,0.21,514.9,1288.9,742.4,3.26,1.69,6,4,1.3,1,10.9,3.5,3.0
trèfle,tREfl,694.0,0.03,512.4,1255.4,672.2,2.75,4.19,6,5,2.4,2,6.5,3.3,6.6
treize,tREz,629.9,0.03,514.7,1171.9,608.5,7,20.95,6,4,2.1,1.4,5.2,4.9,5.2
trente,tR@t,732.7,0.17,517.1,1298.4,698.4,19.7,84.19,6,4,1.9,1.45,5.8,4.6,4.8
très,tRE,650.7,0.06,498.9,1133.0,622.6,1589.92,1120.81,4,3,1.85,1,5.2,6.4,1.6
tresse,tREs,741.4,0.25,500.9,1294.1,705.4,0.83,1.22,6,4,1.55,1,6.2,3.5,6.4
trêve,tREv,756.5,0.13,502.6,1171.3,719.6,6.68,11.15,5,4,1.85,1.25,11.0,3.3,2.8
tri,tRi,663.9,0.13,484.4,1216.2,662.1,1.58,2.84,3,3,1.4,1,7.6,4.8,3.3
triche,tRiS,688.7,0.06,486.6,1276.3,743.8,5.62,1.9,6,4,1.55,1.1,6.3,4.0,3.8
tringle,tR5gl,800.4,0.55,576.4,1344.3,751.6,0.16,1.56,7,5,1.75,1.8,9.9,3.1,5.4
triple,tRipl,637.9,0.03,514.5,1118.2,598.0,5.86,8.31,6,5,1.6,1.4,8.6,3.9,3.9
triste,tRist,623.6,0.00,484.7,1207.2,670.0,93.03,86.89,6,5,1.85,1.55,5.3,4.9,4.3
troc,tROk,667.2,0.17,523.9,1148.4,661.3,1.08,1.76,4,4,1.3,1.15,10.2,3.1,3.6
trompe,tR§p,680.4,0.00,507.8,1216.5,663.8,30.46,20.41,6,4,1.45,1.25,6.9,4.3,5.4
tronc,tR§,627.7,0.03,508.9,1139.9,636.5,4.84,20.74,5,3,1.9,1,6.1,3.7,6.5
trône,tRon,658.7,0.00,483.7,1118.8,612.9,14.07,13.11,5,4,1.7,1.5,7.7,3.0,6.1
trop,tRo,586.4,0.06,534.1,1109.8,571.6,859.54,790,4,3,1.65,1,5.7,6.3,2.5
trot,tRo,681.8,0.25,512.4,1262.8,788.6,1.66,10.41,4,3,1.7,1,8.5,3.2,4.5
trotte,tROt,720.4,0.35,546.1,1361.8,719.0,1.44,2.37,6,4,1.6,1.4,7.9,3.9,3.2
trou,tRu,585.6,0.00,449.3,1136.2,578.3,75.32,76.08,4,3,1.6,1.1,5.0,4.5,6.0
trouble,tRubl,661.0,0.03,478.4,1228.7,649.9,12.39,33.18,7,5,1.65,1.7,9.8,4.6,3.0
trouille,tRuj,711.6,0.03,512.9,1325.0,724.6,16.9,14.46,8,4,1.7,1.15,7.3,4.2,3.2
troupe,tRup,679.7,0.03,472.4,1233.2,680.4,10.3,32.3,6,4,1.6,1.1,9.4,4.0,5.2
trousse,tRus,653.8,0.00,472.8,1202.2,645.8,3.89,4.86,7,4,1.55,1,8.0,4.8,6.8
truc,tRyk,620.2,0.09,487.0,1171.5,570.8,274.94,51.15,4,4,1.75,1.4,5.3,5.8,2.7
truffe,tRyf,694.9,0.13,509.7,1301.1,751.1,0.89,3.52,6,4,1.75,1.65,9.3,3.4,5.5
truie,tR8i,687.4,0.13,519.8,1323.2,682.7,3.16,2.16,5,4,1.8,1.7,7.3,2.9,6.6
truite,tR8it,679.8,0.10,519.8,1332.3,643.3,2.35,3.38,6,5,1.8,1.95,9.8,3.3,6.5
tu,ty,623.3,0.17,489.4,1247.2,697.5,14669.79,2537.37,2,2,1,1,4.0,6.8,1.6
tube,tyb,600.2,0.06,512.6,1157.1,594.3,12.16,11.35,4,3,1.4,1,7.7,4.4,6.0
tué,t8e,620.1,0.13,477.8,1135.4,594.6,267.01,51.82,3,3,1.1,1.3,6.7,4.4,3.8
tuer,t8e,571.3,0.00,499.0,1194.6,593.8,346.18,65.54,4,3,1.25,1.3,6.9,4.5,4.8
tueur,t89R,620.3,0.13,492.8,1179.1,591.2,52.42,7.3,5,4,1.7,1.85,7.6,4.1,4.7
tuile,t8il,730.4,0.21,551.2,1378.4,657.8,1.28,2.84,5,4,1.8,1.8,7.3,3.5,6.3
turc,tyRk,690.6,0.30,565.8,1257.9,NA,3.08,5.75,4,4,1.85,1.4,10.1,3.9,3.8
type,tip,604.4,0.03,495.9,1128.9,599.6,280.62,145.95,4,3,1.6,1,8.7,5.4,3.0
un,1,562.5,0.03,538.1,1243.5,597.0,12685.55,13946.36,2,1,1.25,1.05,3.5,6.8,4.1
urne,yRn,687.6,0.21,501.8,1374.4,709.1,1.94,1.96,4,3,1.55,1.3,9.9,3.0,6.1
vache,vaS,551.6,0.03,466.3,1119.0,588.8,39.61,32.43,5,3,1.6,1,4.2,3.6,6.8
vague,vag,583.6,0.00,485.3,1087.9,580.6,19.23,80.14,5,3,1.5,1,6.5,3.8,6.5
vain,v5,668.8,0.17,487.6,1139.9,677.4,16.02,40.14,4,2,1.15,1,11.5,3.6,1.7
vaincre,v5kR,646.0,0.03,490.1,1201.5,600.2,13.71,13.31,7,4,2.15,1.35,9.5,4.0,3.0
valse,vals,674.8,0.13,482.2,1165.8,620.6,5.55,8.38,5,4,1.5,1.3,8.5,3.0,5.4
valve,valv,809.1,0.17,518.1,1247.0,712.3,1.6,0.47,5,4,1.7,1.5,11.5,2.9,4.4
vanne,van,643.0,0.25,459.2,1203.8,647.1,1.03,4.19,5,3,1.4,1,10.9,3.8,3.7
vase,vaz,667.3,0.00,456.4,1079.2,654.9,9.83,26.76,4,3,1.2,1,6.1,3.6,6.5
vasque,vask,674.2,0.52,489.5,1197.9,NA,0.01,2.91,6,4,1.7,1.65,12.3,2.6,3.4
vaste,vast,629.6,0.13,473.8,1066.5,666.4,8.44,55.61,5,4,1.6,1.55,9.5,4.0,2.9
veau,vo,586.9,0.03,455.4,1101.0,602.5,7.69,13.92,4,2,1.6,1,5.9,3.4,6.7
veille,vEj,685.0,0.21,484.1,1279.0,757.2,24.94,92.5,6,3,1.3,1.15,8.5,4.6,3.1
veine,vEn,649.2,0.13,485.7,1136.4,681.8,10.75,15.27,5,3,1.55,1,9.0,4.1,6.2
vendre,v@dR,652.4,0.03,446.8,1170.6,612.3,73.62,30.81,6,4,1.45,1,6.8,4.9,3.3
vent,v@,562.4,0.03,453.9,1060.1,592.3,71.5,207.64,4,2,1,1,4.7,4.8,4.9
vente,v@t,641.3,0.26,446.8,1084.0,619.8,21.39,13.04,5,3,1,1,7.5,4.5,3.7
ventre,v@tR,583.5,0.03,474.8,1178.3,589.3,46.07,136.62,6,4,1.45,1,4.2,5.5,6.4
ver,vER,643.4,0.30,487.1,1136.0,789.3,10.23,5.61,3,3,1.6,1,6.7,3.4,5.6
verbe,vERb,670.5,0.10,461.2,1053.0,667.2,1.66,8.38,5,4,1.5,1.15,6.6,5.1,4.0
verre,vER,612.2,0.06,485.2,1142.0,598.6,154.13,175.2,5,3,1.3,1,4.2,6.5,6.8
vers,vER,640.4,0.09,448.0,1139.9,655.7,257.68,999.19,4,3,1.3,1,7.2,5.9,2.4
vert,vER,557.0,0.03,436.9,1133.5,584.1,34.81,91.01,4,3,1.6,1,4.0,4.7,5.6
veste,vEst,605.0,0.03,465.3,1053.2,549.4,36,55.68,5,4,1.3,1.1,6.1,5.5,6.6
veuf,v9f,661.4,0.17,475.3,1185.2,653.3,2.47,4.73,4,3,1.65,1.5,10.5,3.1,4.6
via,vja,808.5,0.48,480.6,1152.3,777.2,6.53,5.41,3,3,1.2,1.2,12.3,4.2,1.4
viande,vj@d,584.0,0.00,486.3,1115.8,558.7,43.78,41.35,6,4,1.85,1.9,4.7,5.6,6.5
vice,vis,756.9,0.21,466.1,1143.3,692.9,7.78,13.45,4,3,1.45,1,11.4,3.5,2.6
vide,vid,575.1,0.00,443.6,1116.2,731.1,70.62,187.9,4,3,1,1,5.9,5.3,3.3
vie,vi,581.5,0.03,422.1,1104.7,572.0,986.59,835.47,3,2,1,1,6.1,5.3,2.8
vierge,vjERZ,614.9,0.00,497.2,1132.2,572.1,43.63,45,6,5,1.85,1.9,9.9,3.9,4.5
vieux,vj2,603.9,0.00,431.5,1058.8,642.2,304.62,403.11,5,3,1.55,1.4,5.2,5.1,5.4
vif,vif,652.3,0.09,463.0,1076.8,634.6,11.47,53.92,3,3,1.35,1,9.0,4.0,2.7
vigne,viN,623.1,0.09,462.0,1147.2,647.8,4.97,10.61,5,3,1.55,1.1,8.4,3.0,6.3
ville,vil,642.5,0.30,466.3,1260.1,647.9,277.98,311.69,5,3,1.2,1,6.0,5.4,6.0
vin,v5,565.9,0.06,483.2,1109.2,590.0,80.92,99.93,3,2,1,1,6.3,4.5,6.6
vingt,v5,600.0,0.13,465.3,1112.8,620.0,29.47,154.59,5,2,1.95,1,5.7,4.8,5.1
viol,vjOl,607.7,0.03,459.4,1128.8,651.3,13.43,7.23,4,4,1.65,1.75,11.8,3.8,4.1
viole,vjOl,723.7,0.30,463.8,1336.4,779.4,3.28,2.3,5,4,1.35,1.75,11.7,3.8,3.9
vis,vi,631.7,0.03,484.6,1071.3,636.0,71.14,62.16,3,2,1,1,7.4,4.4,4.9
vite,vit,697.4,0.17,428.0,1081.7,604.4,491.67,351.89,4,3,1,1,4.9,5.9,2.8
vitre,vitR,679.5,0.06,471.4,1226.2,695.0,10.21,41.35,5,4,1.3,1.15,6.1,4.7,6.6
vive,viv,671.0,0.21,442.7,1109.0,603.0,57.4,49.45,4,3,1.15,1,9.7,4.9,3.4
vivre,vivR,684.0,0.17,468.1,1156.6,603.4,223.76,190.27,5,4,1.5,1.1,6.5,5.1,3.2
voeu,v2,702.7,0.17,457.8,1209.8,773.1,10.72,10.61,4,2,1.95,1,7.2,3.2,3.6
vogue,vOg,719.1,0.30,488.2,1141.2,599.2,2.81,4.79,5,3,1.5,1.6,11.9,3.1,2.5
voie,vwa,625.4,0.06,450.3,1156.8,617.7,81.26,70.61,4,3,1.15,1,8.3,4.4,4.1
voile,vwal,637.1,0.03,473.3,1146.8,632.0,17.54,31.96,5,4,1.35,1.45,7.7,3.4,6.4
voir,vwaR,598.0,0.03,460.0,1134.5,606.5,1401.1,716.55,4,4,1.4,1.15,5.1,6.1,3.3
voix,vwa,555.1,0.00,452.8,1077.8,582.5,130.83,612.7,4,3,1.7,1,5.8,5.0,4.4
vol,vOl,571.6,0.00,463.4,1124.1,567.7,74.14,41.22,3,3,1.25,1.05,6.7,4.0,4.7
volt,vOlt,771.4,0.40,517.1,1373.4,NA,0.4,0,4,4,1.4,1.55,11.5,3.2,2.7
vos,vo,643.6,0.17,453.1,1109.0,705.0,649.07,180.27,3,2,1.35,1,5.9,6.7,1.6
vote,vOt,591.4,0.06,457.4,1129.1,624.6,15.93,4.94,4,3,1,1,9.1,3.9,4.3
votre,vOtR,653.1,0.06,453.5,1184.7,NA,1894.41,427.91,5,4,1.65,1.5,6.5,6.5,1.9
vous,vu,592.8,0.00,446.4,1032.1,641.5,13589.7,3507.16,4,2,1.25,1,5.3,6.8,1.9
voûte,vut,693.4,0.13,445.0,1162.8,752.1,1.73,19.39,5,3,1.55,1,10.6,2.9,4.2
vrac,vRak,715.5,0.10,474.5,1127.7,654.2,1.17,5.2,4,4,1.7,1.65,9.3,4.3,3.1
vu,vy,594.9,0.00,423.1,1190.2,649.5,950.86,417.37,2,2,1.05,1,4.9,6.1,2.3
vue,vy,638.9,0.10,420.5,1114.7,582.7,198.01,199.93,3,2,1.1,1,6.5,5.5,3.7
zèbre,zEbR,672.0,0.06,476.3,1065.5,737.4,2.68,3.04,5,4,1.95,1.95,7.4,2.8,6.7
zèle,zEl,703.3,0.21,494.4,1156.2,764.0,4.92,10.61,4,3,1.75,1.3,11.7,2.9,2.3
zen,zEn,667.6,0.06,469.9,1086.4,634.8,3.47,2.37,3,3,1.65,1,11.3,4.6,3.7
zinc,z5g,751.7,0.17,529.0,1220.8,678.6,1.96,16.49,4,3,1.95,1.8,12.5,2.5,3.0
zone,zon,605.3,0.17,473.7,1143.2,633.9,46.97,34.39,4,3,1.65,1.4,9.0,4.7,3.1
zoom,zum,603.2,0.13,444.7,1103.3,572.4,2.27,0.34,4,3,1.75,1.7,10.0,4.4,5.0
